,Comments,Ratings
407,"Cons:
1. Very much disappointed with the performance can't even imagine hanging problem in this price segment, after about one and a half month of use apps are crashing frequently, gallery and games are stop working and crashes multiple times a day, many times my phone was restarted by itself after being freeze for 30 to 40 seconds.
I can have this fun in any Samsung's phone in ₹10k price range why I wasted extra 33k god knows.
2. Camera quality is good but not best in class if you want a good camera phone please ignore this phone. iPhone is the best one to choose.
3. What to say about 120hz refresh rate it drained the battery like a monster. Not evan a day battery life.
4. Selfie primary camera is just worst and waste, viewing angle is very annoying not able to capture the full viewing angle image of the one who is taking selfie. Also colours and sharpness in portrait mode is below than average.
5. Secondary camera glass got scratches easily even I was using phone case. The case I got from one plus also have very poor quality plastic, got yellowish in just one month of use.

Pros:
1. 60 watt ultra fast charging is the only thing which makes a sense in 40 thousand + price range. But doesn't make a worth if drained pretty quickly.
2. Signal strength is satisfactory either of wifi, Bluetooth or network.
3. Sound quality is Amazing in both the speakers. Surrounding sound of the phone is best I have ever experienced.",2.0
408,"Coming from OnePlus 6 I had a great expectations from OnePlus 8t. But after purchase I regretting it. OnePlus 6 was far much better than 8t. 8t has a pathetic camera quality. Imagine a flagship PHN having a pathetic camera. Signal reception quality is not satisfactory, my mom's realms 5 pro gives better network reception quality than this overhyped 8t. Overall not satisfied at all.",2.0
409,"I have ordered the 12gb ram version of the phone. Let me tell you you wont regret in terms of performance. But I observed a very weird issue with the phone.
#######################################
Bug Or Known Issue::@@@@@@
I tried calling someone via whatsapp voice and whatsapp video. The issue is the ringing volume when you put in speaker is not very clear. It is so low in speaker even you can hear it. The ringing volume is in already in max level. Incoming calls ringing volume has no issues. Its only with whatsapp outgoing calls. The issue is very in consistent but its very annoying after paying a premium cost. I have reset the phone, tried installing whatsapp again as well, but issue persists.
I have ordered for a replacement as well but same issue was noticed. To my surprise the normal voice calls work perfectly fine, even tried the DUO video calls thats also works fine.
#######################################

Apart from this issue everything else is fine.
Touch: Amazing *****
Charger & Charge: Amazing *****
Camera: Good ****,
can be little more better if they could replace the macro with an Telepathy lens. Selfie has an issue when trying to click pictures in low light. But overall camera does a promising job.
Size: Good *****
OS: Amazing *****
Overall: ****",2.0
410,"I had much expectations with a device of 12GB Ram n 256 GB memory n that too when it's from One plus. This phone first of all disappointed for battery backup which drains as fast as it charges. The feel of a 46k device in hand is absolutely missing. Deafualt 12 mp Camera n u always hv to select 48. Photos depth resolution all quality factors missing. Screen goes much bluer n gets auto flicks when you text long. Few apps unnecessarily bundled n mostly required ones u will hv to install. Battery charging is something which could make OnePlus pride of but when it drains so faster so it seems there must be some oxy is formulation beyond this to make charging impressive. Materials used are of not a phone priced at 46K. One plus should update os sooner to have a feeling of a beast on edge. Overall it's highly priced, not at all value for money. Disappointment that One Plus is now no more what it was used to be with its devices, making it the first choice by word mouth by its user is never going to sattle if they don't change batteries, OS and performance of this much expected device.",2.0
411,"I recieved a damage product, There is a improper cutting at the speaker side. I'm regretting that I should have requested for replacement but I was scared because I thought they might hand me over a refurbished product and it's an emi purchase, If they had cancelled then I would have been in trouble. I wish I had took my chances. Very bad quality check before dispatching",2.0
412,"After 2 weeks usage
1. 120hz refresh rate not much of use except in very intense gaming,but surely drains battery.I don't understand why youtubers exaggerate so much .
2. battery goes from 3% to 91% in exact 30mins,
3. But drains faster even the battery is bigger than previous OnePlus still not upto mark
4.. Snags & glitches all around. Sometimes screenshots go blank, Freezed thrice watching youtube, some apps really doesnt work right as they should ,May its the latest Android that needs some updates, Hope its all software part and goes well with updates.
4. Side bezels for accidental touches but yes they make width smaller. There was a scope of reducing side bezels.
5. Looks are awesome. No question about that. Specially the back design.
6. Night camera has improved a lot lot n lot but front camera enlarges at the centre ( noticeable, that will be your nose)
7. I think not much has improved for a regular usage guy but the numbers.
They tried so hard got so far but in the end it doesn't matter.",2.0
413,"Writing this review after two weeks of use.
It's not worth of 45k.
It has good speed and great display. Apart from that nothing...
It's having 4500 mah battery but battery backup hardly 12 hours if you are a avarage user.
If you are staying in low network area, then don't buy this phone at all. My old Huwai phone far better than this on catching 4g network. This phone always running on edge even if I switch off-on flight mode.
Camera quality is good.
Fingerprint and face recog very fast.
Usability is hard compared to Huwai... There is no option to take long screenshot. Also we dont have option to open and select photos from gallery...

I'm disappointed by spending this much money and taking this phone by seeing fake reviews on YouTube.",2.0
414,"20 Thousands more than enough for one plus phones, all fake hipe on features, camera is worst. Speed is good.

You will get better phone than this in 20k in other models.",2.0
415,"Never expecting a phone like this from OnePlus.
Honest review recent 19 April 21
After using more than 6 mounts

Camera 2/5
Battery I would say 5/5 for me as a normal user ...50 calls per day 2min/call full day data on. 35% whatsapp time

Screen 4/5
Front camera 3/5

Finger print 3/5 most of the time it lack

Face unlock 3/5

Overall it's bad phone from oneplus even same platform use for oneplus 9 series.",2.0
416,"Specifications and Advertisement are very good for OnePlus 8T. But in real life it's pathetic experience and I totally made mistake by buying this junk.
You have plenty of OS bugs. Got almost 7 to 8 updates from the time I bought and still plenty of bug present in OS.
Very poor battery life. Please don't go specs.
Worst camera and very old camera setup for almost flagship device.
OnePlus customers crying for bug fixes and camera os performance improvements in OnePlus community forum.
I bought this phone on day of launch.",2.0
417,"Processor and RAM available at the price point is the only thing I like.

After using Xiaomi, Apple, Google, Samsung, LG, etc... I can easily say OnePlus is not a great phone to buy. Even Xiaomi's avaerge phone would beat the OnePlus's flagship phone easily hands down.

Reasons: OS stability, too much screen brightness to read at night, lack of support for changing themes, finger print sensor's brightness (too much for night), poor shock and fall withstanding, and many more. Please avoid always.",2.0
418,"Performance wise, look wise, feel wise, it's a very beautiful phone. But the camera is pathetic. Paying ₹46K for a phone, the least we can expect is to have a good camera. 4 cameras and yet not even one good quality-colourful photographs. The image stabilization is good for videos, not that great for the photos.
Now, if you are someone who is not bothered about camera, blindly go for it. I was using the one plus 5 for 4 years, I didn't have any problems with it. When it started showing problems, that's when I planned to change the phone. Since I had the trust that oneplus is good quality, that's why I decided to stick to this brand. But, I'm happy with everything else about the phone, like literally almost everything about the phone but the camera.",2.0
419,"I have purchased OnePlus 8T last month, please find my observations after 1month use:
1) Cellphone is getting over-heated. Even on playing videos only mobile is getting heated that you cannot touch the mobile.
2) Sound quality is awesome but user feels the mobile heavy vibration on back cover area if you play music. This is truly annoying.
3) Mobile weight is more than other phones in same range.
4) Battery life is not so good if you are continuously using the mobile, it will last hardly one day.
5) Other than above issues camera quality, picture quality, browsing speed, and sound quality are awesome.

OnePlus should work on above 4-issues for improvement.",2.0
420,Overrated phone. Had much better experience using 6T. Features are not user friendly and complex. E.g. with Dual sim no option appears for calling from sim 1 or 2 which was the case in 6 series. Have experienced overheating during charging. Dejected with the phone.,2.0
421,Phone is good when comes to performance. Camera quality is not up to the mark. Camera seems useless when adjusting as per light. Indoor video shoot is also the worst. Night mode is good but very slow optimization of clicked photo. I am not happy with camera quality. In one line phone is good with fudu camera. After last update battery draining fast.,2.0
422,"This phone has bug which results in increased call drop.
9 out of 10 calls gets dropped within 1 minute.
Buy this only if you want to use it for purpose other than calling.",2.0
423,"I have upgraded from 3 to 8t, I didn't find any difference in screen. Resolution of Nord and 8t both are same and it is not that good while using apps. Other features are good and we are getting android 11 from out of the box there are lot of bugs in the software",2.0
424,"This is my third One Plus phone after One Plus three, One Plus Six and now One Plus 8T.
I didn't find anything new feature in the phone which excites.
Phone is not good in network connection.
Biggest issue is Heating. I already replaced one piece but the other one also have the same issue.
This time I am very much disappointed with One Plus and Amazon both. Amazon also failing continuously on its standards.
Will definitely try some other company phone in my next purchase. May be will try my old favourite Samsung or some other.",2.0
425,"I suggest you to go with one plus 7t pro instead of any one plus 8 or 8t models.

Issues:
1. Yellow tint on screen.
2. Lots of bugs in new android oxygen OS.
3. Issues when connecting to bluetooth devices. Device turns to mute all of a sudden and you need to restart.
4. Mediocre Camera not worthy. Quad cam is just a show off. Macro lens not worthy. Infact a downgrade from one plus 7t pro with no telephoto lens.
5. Sometimes all of the sudden it says that apps are stopping.",2.0
426,"This OnePlus phone is just an average phone.
Keep on hanging once in every three to 4 days.
Camera is good. Phone touch is also good.
But when it hang it irritates. Actual cost of this phone must b 12 thousand rupees. They are making indians fool by selling it at 30 thousand. OnePlus is not a brand anymore.",2.0
427,Light weight phone. But Main camera is third class. Front camera is good may be due to face unclock. Google crome not working properly. After sometime Crome gone hang. Need to restart Crome. I just want to tell. Don't pay for 120 refresh rate. Otherwise this phone not a value for money if you want to pay 45999 for 12GB. I am not recommended this phone for person who want to capture good pictures in phone.,2.0
428,"I have been using oneplus mobile since they launched 5T. I was a happy customer and I have purchased all the other models as and when they launch till the 8T model. But the performance for 8T was a disaster, especially for the camera.

No photos depict the reality of the picture rather all looks edited. I am no more going to buy any other model from this brand.",2.0
429,"I havs been a a constant customer. After buying oneplus 8T, I am not at all satisfied with the battery backup and camera quality. Battery draining too fast. Also, within 2 days of buying the phone my phone started hanging and on contacting the technical team they asked me to download app named as blanco and they tried to solve the issue through that hkwever even their app blanco was also crashing and later on they replaced my handset. In the new handset alao battery is draining like anything. Not up to the mark. Would not recommend anyone to buy this.",2.0
430,"Battery is draining like a 2-3 years old phone. Battery backup is very poor and battery is lasting only for 6-7 hours even for the moderate usage. Expected more from 4500mah battery, but it's totally disappointment. My old oneplus 3t mobile battery will last more than this brand new onleplus 8t. Playing high-end games will drain the battery from 100 to 0 in 3-4 hours.

OnePlus team please do the needful..!!!!!!!",2.0
431,"I'm very disappointed from OnePlus 8T....I'm using it's 12GB 256GB varient phone from last two months....i got an update 3days back and after installing the update:
I'm facing lot of issues while calling.
Google assistant open automatically.
Google assistant and Amazon Alexa both are not working properly.
Fingerprint reader's performance is average.
I'm using OnePlus plus bullets wireless Z bass edition but after that it's not connect automatically with bluetooth i have to connect it manually.
It's Not acceptable from OnePlus. Please resolve all the known issues by an immediate update.

Thank you,
Lokender Singh",2.0
432,Cheap phone.. camera not good.. sound vibration.. tottally disapinted..,2.0
433,"It's been a day since I'm using this but I feel compelled to leave a review. THE BATTERY LIFE IS ABSOLUTELY HORRENDOUS. it's like playing a game of tic toc. You can actually see a the battery drop at the rate of 1percent per couple of minutes. There's a reason there is super fast charging. BECAUSE THE BATTERY RUNS OUT LIKE YOU WOULD WHEN YOU SEE A GHOST. Do not buy. 44k is not a god damn joke. Expected better out of you, One plus. You may not have me as a customer, ever again!",2.0
434,"A major let down to the oneplus name . My old OnePlus 5t has a better performance than this phone
Below average camera . Freezing issues and poor battery life . Wait out for the next one plus . Skip this one

Trust me one plus Nord is better than spending extra 15 k on this",2.0
435,I bought oneplus 8T two months back.in the first use itself i noticed battery drain of my phone.Now I really felt like this phone is not worth it .it is a phone poor battery backup.it have amazing wrap charging capacity but battery drain also happening at that same flow.In this price i don’t recommended a battery draining product.other than battery everything is super good.camera is amazing.please dnt buy this product.i don’t recommended at all,2.0
436,Camera quality is not good. Pixels are breaking. It's been just 12 days. When I visit the store for exchange they are saying they won't replace until unless there is an hardware problem. I used one plus 5 T earlier which was very good in camera aspects. I heard most of the mobiles are having this issue with camera in 8T.,2.0
437,"I received my brand new 1plus 8T yesterday. Right from the moment I switched ON the phone, I feel the heat.

PHONE IS HEATING... Can anyone from OnePlus team explain me why phone is heating and what should I do ????",2.0
438,"So many issues despite being enabled with 8GB ram, it sometimes hang
Disconnected call still shows up on the screen to again disconnect or connect, however nothing works
While talking on phone, automatically gets unlock and certain keys are pressed.
Sometimes no number or name is displayed on screen when someone calls.
Not at all a worthy phone to buy.
Disappointed with OP8T",2.0
439,I got a good product when delivered... within two weeks I started facing some issues with display touch... I had to get the display replaced from OSC... Again I started having a charging problem. My phone takes around 1.5 hrs to get full charged..where initially it use to get charged in around 35 mins.,2.0
440,I am using since one month.i had lot of issues in OnePlus 8T .Main thing is to be battery getting drain very fast and Mobile getting more heat.it almost 42°C ...what happened I don't to OnePlus .I expected lot but now I am thinking it waste of amount to keep 42K....,2.0
441,The phone performance is Super good but when i pay 40K for a phone i need that phone to score 100 in every specs but this phone camera is really bad my friend recently buy a Redmi Note 10 pro if you want a good camera please move to that one please don't buy this phone i have purchased this phone on 6 july 2021 and i m finding someone so i will sell this device really sad for me. please don't even think to buy this if you have good budget go for apple.,2.0
442,"Sim slots are not properly working, I need to restart to connect back to specific network. Overall I would recommend 50-50 percentage of this phone, until you don't have any other phone option you purchase it otherwise please go for different one.",2.0
443,"Battery, Microphone and speaker doesnt work properly. This is happening in 2 weeks only. Many of other users feeling same, no more oneplus is good product.",2.0
444,"After 20 days.charging is super fast. Picture quality is good. Very smooth to use. Auto brightness does not work properly . The problem is not in my phone but most of one plus phones .we buy a phone for its smartness but this phone is less smart than even a 20 k smartphone camera is not smart ,u have to silent it manually.because u have not auto option for it.buttons are not good for long time.",2.0
445,"There is a major issue of heating. after continuing, use of you can not hold it in the hand. also, sometimes hanging issues while using multiple apps. the camera and charging time is good and. but after the user of 4 to 5-month battery performance reduces from 15,16 hours to 8 to 10 hours. Sometimes fingerprint sensor does not work properly. overall phone is good but not as expected.
now I am facing two major issue (heating and battery performance ) after the use of 6 months.",2.0
446,Initially it took almost 4 days to recover my whatsapp data from Gmail on 100mbps line same on other mobiles it took only 3 hours. Whenever I open whatsapp it goes to hung state and we need to wait till one min for doing any other activity. This is not upto the mark.,2.0
447,"The Alexa hands free doesn't work while phone is locked even its not responding without touching the blue round button. One of the reason y I bought this phone was because it had Alexa built in and now that I have bought it, I can't use it.
this is my first one plus phone and it's one plus 8T. Even the latest phone has this issue. Disappointed by one plus and the amazon teams.",2.0
448,The product is not value for money.totally dissatisfied battery drain fast and cemera is not like OnePlus.this is my first op mobile.not as expected feels very ordinary in hand feel.only display is good and sound quality.kinly return it and refund my money,2.0
449,"Discharge soon
Even charge fast but battery drain to fast
I raised 🤚 this point many times after buying but no response to one Plus , just by app engineer saw the mobile it shown no pb with battery , even he told to speak with higher authority not taken in consideration
Rest all camera screen touch good
Even in Amazon scrolling mobile hang many times",2.0
450,"1. No call recording feature
2. Can't zoom on nightmode
3. No Pro mode for video
4. No 120 fps option for slow motion
5. Charging takes more than 1hr. No fast charging.
6. Camera output is full of shadow (dark regions)
7. No optimization on camera
8. No HDR mode
9. Macro camera has no details. Low quality photo
10. In Pro mode you can't shoot through wide angle camera.
11. No option to hide contacts without phone number.

I can list 100s of missing options. But don't have patience.

This is not the phone you will buy. They don't have basic functionalities. Better buy Mi or",1.0
451,"This is not a ranting review, it's friendly advice that would save you some money and time.

I was using Oneplus 6 before upgrading to Oneplus 8T. Of course, wanted to experience that improved performance and high-quality display with a 120Hz refresh rate that everyone is talking about.

But, the problem with Oneplus 8T is the display itself. First of all, if you are getting Oneplus 8T, you gonna have screen issues straight out of the box.

Reference keywords for your Google research:
- Oneplus Purple Tint
- Oneplus Black Crush
- Oneplus Ghosting

Mine was Purple Tint.

Remember those old phones we used to use 8 years back that had this poorly made screens which looked sharp from the front but when you tilt it to a certain extent all the colours get washed?

Same happening here when I keep my phone brightness under 30%.

Secondly, the screen brightness is like an old tube light. When you increase or decrease your screen brightness using the toggle in the notification panel, it will take some time to respond to the change.

For example: if I increase my brightness from 30% to 70%, it will take a good half-second to respond to that change. Increasing brightness on this device is not instant on this device is all I am saying.

Sadly, the phone at this price point can't even keep up with the competition when it comes to the screen quality.

Lastly, I would highly recommend reading some Google reviews before buying this product.",1.0
452,"Worst Mobile
Shame on OnePlus
Worst display quality
Worst camera quality
Not even better than one Plus 6 atleast
Not even wide display similar as 7T or 6, 6T
Or Nord atleast
Better to go with other mobiles launched
1st picture captured by 8T
Other colourful one captured by OnePlus 6",1.0
453,"Firstly compared to 7t its not at all an upgrade.

Camera is average, sensors given are given in 15-20k phones.
battery compared to other phones not up to the mark as given..4500mah.
Brightness issues it takes time to react while you increase or decrease brightness..

It also gets a bit heated...😱. yes heat..not at all expected from one plus..

During charge it gets heated while charging, while data tranafer, wifi amd hotspot users will surely experience heating issue..

Not at all advisable to buy in 43k..",1.0
454,"Play Video
 Hi,

I have received a defective product. The phone gets switched off automatically after every 5-10 minutes. Battery gets completely drained within 3-4 hours without any use. Never expected such a product from One Plus. Highly disappointed as had to face such issues after paying such a high price.",1.0
455,"Pros
Super fast charging
Build quality

Cons-
Very bad UI-
*No way to record calls.
*Worst dialer you can imagine.
*Gallery takes atleast 1-2min every time to load all photos
*No AQI by default in weather app
*No health app
*Basic useless calculator app
*No equaliser customisation available in music settings.

If we talk only about UI than MiUi and Honor UI is better than OnePlus. Every app in oneplus which is available by default is useless and only a burden on your mobile because you can't uninstall these apps and you have to install another apps in replacement of these junk apps.
Battery draining fast on 120hz display setting and display is less responsive
Camera blurred and not focused when you are moving fast even when you are walking.",1.0
456,"Have been using OnePlus phones for past 5+ years in the family. My last one is OnePlus 5T which I exchanged and bought new phone OnePlus8T. Here is my review after using for more than a week

Pros:
Excellent and smooth 120Hz display
Gaming experience is nice

Cons:
1) Battery backup is horrible possible reasons could be phone signal keeps on varying whereas my earlier phone OnePlus5T has stable signal strength. Even otherwise battery backup is horribly wrong

2) Adjusting screen brightness takes 1-2s delay to take affect

3) Camera quality is not upto the mark in indoors

4) while trying to make the phone 5G ready, I feel they have messed up 4G connectivity/signal things big-time.

5) Alarms sometimes doesn't work properly.

Review2:
Battery is horribly gone wrong. Do not risk wasting your money on this product. Totally waste of your money",1.0
457,Despite of being same camera as one plus 8 the picture quality is very poor of front camera. Battery back up is not good. Last only 7-8 hours. Now the touch is not working.,1.0
458,Facing problem of extra battery drain. Apps(like yoni sbi etc) getting crashed and apps (like asphalt 9 etc) not getting downloaded from playstore..phone also having heating issues for using only for 5 min. Anyone facing same problems?,1.0
459,"Very poor battery back up, my earlier one plus 6 and 7 devices were lasts for whole day and night, I usually charge my phone in the morning, but this device in full charge with moderate use lasts only for 12 hours, I have charged the phone and it confirms now that it takes more than one hour to charge the device from 6% to 100%, screen quality and sound quality is average, it is highly by overpriced.",1.0
460,"No doubt, it's an upgrade over oneplus 8. So many features are added like 65W charger,120Hz refresh rate etc. But believe me, the quality of camera is worst. Oneplus 7 has better camera than this phone. I have been using oneplus 7 since 2 year. Recieved this product with bubble on screen. If we remove the screen guard, then it costs around 1k for new one. Amazon supports just refused to replace this product and adviced me to visit nearest oneplus store.",1.0
461,"I was using Samsung before buying this phone. But when I heard the price, it felt like its offering flagship features for midrange value, so I bought it. Have to say this that its hardware and processor is best in class, but when it comes to UI it fails miserably. The features, ease of use and customisations that One UI provides are just on next level and can't be compared with the low level and totally buggy Oxygen OS. Its almost same like stock android with slight changes which are taken from One UI. Don't buy this if your old phone is Samsung, its just downgrade.

>>After a month :
Still the worst. And one more thing I observed is it is very bad handling OTG devices like HDD. And also it takes lot of time to load already existing files which is a huge problem when you are trying to move around the files.
* Buggy OS
* Not so good with handling files
* Not at all good with external devices through OTG
* No extra features as in One UI

>>After 6 months :
Well, it grew on me. I modified the UI to suit my needs, changed the icons a bit. Well it still fails to handle OTG devices. Thats the biggest flaw it has. Oneplus has to work on that.
Pros ::
* Back camera is quite good, you can get pretty good results in daylight.
* Runs smooth as butter, didn't notice any lag till date.
* Fingerprint scanner is quite good.
* Gets to 100% in no time. Love it.

Cons ::
* Not much customisations.
* Front camera is garbage, it takes you way back to 2000s cameras.
* Cameras fail miserably in low light conditions.
* OTG handling is the worst.
* Gets heated a lot. Just scrolling through Instagram or Google feed heats up the device.

>> After 1 year :
* OTG still fails.
* File handling not good. Takes way too much time to load files in local storage.
* Front camera is not at all good.",1.0
462,"Its been a week since am using oneplus 8T. And am facing issue from the very beginning. I had to format my phone 3 times within a week because of the issues in it after being told to do so by the customer care. First my gmail was not working. 2nd time there was problem in the play store where it was crashing again and again. 3rd time there was problem with the network where suddenly my phone stopped receiving incoming call nor i was able to do outgoing calls than i had to restart my phone that it worked and this happened atleast 2 times a day so i has to reset the network settings. Now am not able to download apps from play store which are higher than 200mb. I have attached the screenshot of the error it is showing. Now they are saying to wait for the next update because as per them this is the issue with many users, and till then i cant download apps bigger than 200 mb from playstore.
This was my experience with this device . Totally disappointed and I suggest all not to buy this phone at all. Oneplus is no longer a flagship killer.",1.0
463,I gifted someone but faulty damaged piece from sealed packet it looks they stopped QC before dispatch very disappointed 3 rd class experience.,1.0
464,Bad hardware. This is my fourth OP and the worst. Give it a pass. Go for the 7TPro.,1.0
465,"I ordered it within 10 seconds of opening of the sale and received delivery on very next day. No issue in delivery. But it seems expensive and over priced. One plus 8 is more impressive in looks and more sleek. One plus 8t disappointed me in matter of looks, overall performance is ok but it drain bettery very fast no doubt charger is very fast.

Nothing new in it and at this price tag people expect more inovative but this time OnePlus disappointed me because of looks, thickness and body finish of one plus 8t. I am not happy with this purchase. It heats very fast.",1.0
466,"Very bad phone please don't buy it has heating issue and camera is waste
Please don't waste 43 k on such a phone
First tym I purchased one plus phone and very much disappointed",1.0
467,"All lie! Camera pathetic! Low quality photos.

Only main camera gives a low quality decent picture. Other modes are pathetic. Dont even try.

Battery is ok, fast charging ok.

Its not even a rs15,000 phone one plus using same old hardware it used 5 years ago.

Pathetic features, applications just can't adjust what to do.

Front camera pathetic.

Screen is worst. Its cheap quality.

Ram and storage is ok.

Overrated phone .",1.0
468,"Display Okay: Nothing premium
Camera: Basic, Oneplus 6T does a better job than this
Processing: Fast, experienced no lag what so ever in general operation. Did not play heavy games.
Battery: Charges super fast, drains faster.
Battery Backup: It is a sham! If you have older variants of oneplus, do not upgrade it for this one. Battery backup is horrible and you will have to charge 4-5 times a day even for medium usage. You will not get more than 4 hours even if you browse social media apps.
Heating issues: Heating issues are very prominent on this device, never faced that with my oneplus 6T. The software update has also not helped with both: bad battery and heating issues.

Highlight of the phone: You will get low intensity electric shock when you hold the phone near the volume buttons, also near the switch ON/OFF buttons and near the speaker at the bottom near the charging spot. I have to maneuver my hands skillfully to not feel those low intensity shock vibrations! Didn't know I needed to be low key institutionalized!",1.0
469,Hanging problem and not touch response good,1.0
470,Very poor quality..so much heating problem. I have complaint about this but still amazon not resolved the issue. I have also contacted to one plus customer care but same response. I feel amazon is only for selling product not for service. Now unable to contact amazon team.,1.0
471,"Lot of Issues :
1. Lag in opening the image from gallery in camera app.
2. No Select All option to delete/move images or files in gallery.
3. No Select All option to delete all the msgs.
4. Unable to delete messages from status bar.
5. Finger print scanner is not working properly Some times it is showing ""Finger print identification area is dirty"" even after cleaning the finger & scan area.
6. Some apps like yono sbi, citi apps are not working.
7. Battery draining too fast even using 60 Hz.
8. Getting heat continuously mostly while in call.",1.0
472,"I was very excited for the mobile, when i got it and used two days, its very horrible. front camera quality very poor, microphone also not work properly., please don't buy it. go for any of oneplus7 version.",1.0
473,"The product is heating up on basic things like talking on the phone or downloading the app or on charging
Also finger print sensor is slow to recognise and open the phone",1.0
474,"Bought Aqua Marine model, This is my first experience with One Plus device, and I have really been disappointed so far, the phone heats up on regular calls, while playing music and other stuffs, the battery drain is very bad. I am getting maximum screen on time of 4hrs.With 4500mAh battery I expected a lot more. This is acting like a 10-15k phone, even those phone do not heat so easily nowadays. Main Camera is Good same as Nord.

The display at 120hz is the only plus point, speaker is also good, two cameras are just for show you can cover the two lenses and still take the Macro Photos with the main sensor.

I will probably return the phone I am very disappointed. While writing this review the phone has started heating up.

Also to mention it's very hectic task to get the phone returned. Bad bad experience with both Amazon and OnePlus 8T

I have also shared the battery drain screenshots. Hope it helps to other shoppers.",1.0
475,"Reviewing after 24 hours of usage, don't buy this product .., it's getting overheating while playing games with internet or using other apps such as Netflix / youtube with WiFi ... There is no option for return, only replacement is available .., what is the rationale of getting replaced when the issue is same in all phones ...",1.0
476,"Received faulty product and wanted replacement but unfortunately the product went out of stock so no option left had to return.
Now ordered from OnePlus.in with Rs. 2,000 cashback & the new OnePlus Z buds which is yet to come on Amazon.
A request to improve the quality of advisors who receive call they are mostly not very helpful.",1.0
477,Camara is worst and battery draining problem and mainly heating problem then ever. In this price segment it is worst I say it is not a good choice,1.0
478,"I have purchase OnePlus 8t on 16th ..I am facing problem in my device .. it's too buggy .. please help me to resolve my problem
....",1.0
479,"Better buy s10/s10+ as these price also same with 8T. 8T weight, camera, display, look and feel doesn't match with s10/s10+.",1.0
480,Facing Heating issues with normal usage continuously from 1 st day of buying the phone...Have sent the log report to the technical team of one Plus ...very disappointed and dissatisfied with the heating issues,1.0
481,Bought last week but frequent call disconnections with 9 out of 10 calls getting disconnecting while on calls. This is causing embarrassment while on conference calls at work. Also doesn't allow to make outgoing calls randomly and has to be restarted. Need to go for replacement with another model if issues persists with next 3 to 4 days.,1.0
482,"Play Video
 Very sad to say..the worst one plus ever. The product has several issues. Don't buy.

Every day new issue. Worst !",1.0
483,The display of the 8T is really good with the 120hz refresh rate. The phone heats up quite frequently. The camera performance is very mediocre. It can be hardly considered to belong in the cost segment it's priced at. The photographs are excessively smoothened out and lacks detail. The saturation and colour is also compromised. This is a big letdown. The macro and the super macro modes are also pretty bad. The cellular network range is not good too.,1.0
484,Very poor camera... Take more processing while open the photos.... Lots of changes is required in camera and processing... Very bad experience regarding camera.... I hope they resolve this problem quickly... Take more time while opening of photos...,1.0
485,"Play Video
 So i had OP3 ,my brother has OP 6. I obviously chose OP 8T again. BIG mistake. Camera quality is so awful and bad even old phones can do better. Everything is blurry, whether it be image from ultra wide or 48 megapixel camera. You just use ultrawide camera at low light or try to zoom. Nightscape mode looked promising but zoom and not surprise Blur again. I wish samsung provide a 5g option next time. I will surely take less powerful processor but better camera. OnePlus should really start to worry who will buy their phones when samsung etc will start providing Snapdragon like they are in other regions. I really had a heartbreak. Everything else was fine but the god awful cameras.",1.0
486,"Before buying this phone i used a OnePlus 3 and I never had any issue with it but this phone has just made everything difficult.
1.While typing anything, even while using WhatsApp, my keyboard crashes and stops responding.
2. 80% of the time the dialer app crashes and I can't recieve or dial any call until i restart my Phone. So now I have to restart it 4-5 times everyday.
3. When I press the power button, it starts showing the sensor is covered and the phone can't be unlocked until the sensor is cleared (pocket mode)
These are the most common bugs that I have noticed after using the phone for about 3 weeks but there are MANY more small bugs here and there. I don't know what to do now... All I can do is advise the other people to not buy this phone. My OnePlus 3 is far better than this phone.",1.0
487,"I purchased oneplus 8T thinking that its a 5G phone and i will be able to use high speed network. I shifted to Thailand(Bangkok) and subscribed to 5G services and i came to know that Indian variant of oneplus 8T doesnot support all the bands while oneplus 8T other country's variant does support that.
It made me believe that quality will also be lower for indian devices and it disappointed me with oneplus.
I want my device to get support of all the 5G bands so that if i travel i can use best network available in any country",1.0
488,"Received a faulty unit. Sometime's the phone was charging, sometime's not.
Wanted to replace but unfortunately Amazon saddened me.",1.0
489,"Pros; Performance & Battery life is very impressive.
Cons; Very Low standard Camera in this price point specially the Selfie camera,in low light conditions its like low range oppo vivo selifie. As u can see in my uploaded images, Unnatural tones and added colours,where as the rear camera is a bit acceptable.as a whole in this price point ans segment Cameras Could have been improved.Even older 6T camera selfie is far better than 8T",1.0
490,"Phone gets extremely hot while using normal data or calling and battery is draining very fast
This is my 4th oneplus device very disappointed by the product.Already had to contact oneplus service center to fix the issue.",1.0
491,I very very disappointed with one plus...with this phone while using any app it's get heated so much...not good camera quality ...not good battery backup ..and only just advertising for 120hr refresh rate and fast charging ... I srsly feel that I just waste my money.....and I am most most disappointed with @Amzon after delivery within 4 -5 hrs I request for return the mobile and there customer care not respond in good way...and now I have to carry this Mobile even I don't want to.... srsly don't buy this....and I will suggest don't buy from amzon..worst experience,1.0
